	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	tier	num_powerup_incsub_left	sell
302	Inventory	False	Fatal	2	5	6	SPD	17		0	12.0										7.0	Rare	2.666666666666667	3.666666666666667	4.666666666666667	False	B	0.0	False
303	Inventory	False	Fatal	2	5	6	SPD	17		0		4.0	30.0									Rare	1.3214285714285714	2.321428571428571	3.321428571428571	False	B	0.0	False
304	Inventory	False	Fatal	2	5	9	SPD	23		0		6.0	22.0					11.0				Hero	2.782142857142857	3.282142857142857	3.782142857142857	False	B	0.0	False
803	Eirgar *	False	Fight	1	6	12	ATK flat	118		0	10.0								182.0	17.0	10.0	Legend	8.826	8.826	8.826	True	C	0.0	False
702	Inventory	False	Fight	2	6	9	SPD	25		0	6.0						73.0		355.0			Hero	3.0483333333333333	3.5483333333333333	4.048333333333334	False	C	0.0	False
703	Inventory	False	Fight	2	6	15	SPD	42		0		7.0		18.0	15.0						4.0	Hero	5.791666666666667	5.791666666666667	5.791666666666667	False	C	0.0	False
804	Eirgar *	False	Fight	2	6	9	HP%	38	DEF flat	17				18.0						8.0	5.0	Hero	6.174999999999999	6.674999999999999	7.174999999999999	False	C	0.0	False
705	Spectra	True	Fight	4	6	12	CDmg	59		0	6.0		43.0						202.0	14.0		Hero	6.761	6.761	6.761	False	C	0.0	False
805	Eirgar *	False	Fight	4	6	9	DEF%	38	CRate	4				8.0				7.0		10.0		Rare	5.875000000000001	6.375000000000001	6.875000000000001	False	C	0.0	False
806	Eirgar *	False	Fight	5	6	9	HP flat	1440	DEF%	5								5.0		16.0	6.0	Rare	7.583333333333333	8.083333333333332	8.583333333333332	True	C	0.0	False
807	Eirgar *	False	Fight	6	6	9	ATK%	38		0	13.0		12.0							17.0		Hero	7.591666666666667	8.091666666666667	8.591666666666667	False	C	0.0	False
700	Spectra	False	Fight	2	5	6	SPD	17		0	3.0		32.0									Rare	1.175	2.175	3.175	False	C	0.0	False
701	Inventory	False	Fight	2	5	6	SPD	17		0								8.0			9.0	Rare	2.5	3.5	4.5	False	C	0.0	False
704	Inventory	False	Fight	2	5	9	SPD	23		0	11.0						36.0	7.0				Hero	3.15	3.65	4.15	False	C	0.0	False
706	Spectra	False	Fight	6	5	12	HP%	37		0				7.0	7.0					12.0	6.0	Legend	6.75	6.75	6.75	False	C	0.0	False
219	Momo	False	Focus	1	6	9	ATK flat	94	ACC	8					6.0				280.0	16.0		Rare	7.456666666666666	7.956666666666666	8.456666666666667	True	B	0.0	False
220	Inventory	False	Focus	1	6	9	ATK flat	94	HP%	8	7.0			12.0						15.0		Hero	8.375	8.875	9.375	True	B	0.0	False
221	Jamire	False	Focus	1	6	9	ATK flat	94		0	6.0			12.0						17.0		Hero	7.916666666666667	8.416666666666668	8.916666666666668	True	B	0.0	False
222	Seara	False	Focus	1	6	12	ATK flat	118	ACC	4					15.0				534.0	12.0	12.0	Legend	9.087	9.087	9.087	True	B	0.0	False
879	Inventory	False	Focus	1	6	0	ATK flat	22	CDmg	6				7.0						6.0		Rare	3.732142857142857	5.732142857142858	9.732142857142858	True	B	2.0	False
880	Inventory	False	Focus	1	6	0	ATK flat	22	SPD	4	7.0							6.0			5.0	Hero	3.791666666666667	5.791666666666667	7.791666666666667	True	B	3.0	False
881	Inventory	False	Focus	1	6	0	ATK flat	22		0	4.0				8.0					5.0		Hero	3.166666666666667	5.166666666666667	10.166666666666668	True	B	3.0	False
882	Inventory	False	Focus	1	6	0	ATK flat	22		0									229.0	4.0		Rare	1.6386666666666665	3.6386666666666665	7.6386666666666665	True	B	2.0	False
1091	Inventory	False	Focus	1	6	0	ATK flat	22	HP flat	220								8.0		6.0		Rare	3.2933333333333334	5.293333333333333	9.293333333333333	True	B	2.0	False
1124	Inventory	False	Focus	1	6	0	ATK flat	22		0		7.0								5.0		Rare	2.666666666666667	4.666666666666667	8.666666666666668	True	B	2.0	False
1207	Inventory	False	Focus	1	6	0	ATK flat	22	CDmg	7								5.0	162.0			Rare	1.841	3.841	5.841	True	B	2.0	True
1208	Inventory	False	Focus	1	6	0	ATK flat	22	CDmg	5	5.0							8.0				Rare	2.3392857142857144	4.339285714285714	6.339285714285714	True	B	2.0	True
1209	Inventory	False	Focus	1	6	0	ATK flat	22		0	5.0	5.0										Rare	1.3392857142857144	3.3392857142857144	5.339285714285714	True	B	2.0	True
1210	Inventory	False	Focus	1	6	0	ATK flat	22	CRate	5				7.0	6.0			5.0				Hero	3.0833333333333335	5.083333333333334	7.083333333333334	True	B	3.0	False
223	Inventory	False	Focus	2	6	12	HP%	47		0					6.0	6.0				16.0	12.0	Hero	8.833333333333332	8.833333333333332	8.833333333333332	False	B	0.0	False
224	Inventory	False	Focus	2	6	9	DEF%	38	SPD	4		10.0			13.0						11.0	Hero	6.220238095238095	6.720238095238095	7.220238095238095	False	B	0.0	False
225	Inventory	False	Focus	2	6	6	SPD	19	HP flat	255							33.0				6.0	Rare	2.165	3.165	4.165	False	B	0.0	False
226	Inventory	False	Focus	2	6	6	SPD	19		0		6.0				20.0						Rare	3.357142857142857	4.357142857142858	5.357142857142858	False	B	0.0	False
227	Inventory	False	Focus	2	6	9	SPD	25	ATK%	8	11.0		34.0	8.0								Hero	4.225	4.725	5.225	False	B	0.0	False
228	Inventory	True	Focus	2	6	9	SPD	25		0					22.0			8.0	472.0			Hero	4.379333333333333	4.879333333333333	5.379333333333333	False	B	0.0	False
229	Inventory	False	Focus	2	6	6	SPD	19		0	22.0							8.0				Rare	3.75	4.75	5.75	False	B	0.0	False
1092	Inventory	False	Focus	2	6	0	DEF%	11	CDmg	7				4.0	7.0			7.0				Hero	3.25	5.25	7.25	False	B	3.0	False
230	Inventory	False	Focus	3	6	6	DEF flat	70	HP%	7									354.0	16.0		Rare	6.6803333333333335	7.6803333333333335	8.680333333333333	True	B	0.0	False
759	Bastet	False	Focus	3	6	12	DEF flat	118	ACC	8		7.0				10.0			339.0	29.0		Legend	13.368666666666666	13.368666666666666	13.368666666666666	True	B	0.0	False
883	Inventory	False	Focus	3	6	0	DEF flat	22	CDmg	5									211.0	4.0		Rare	2.328952380952381	4.328952380952381	8.32895238095238	True	B	2.0	False
884	Inventory	False	Focus	3	6	0	DEF flat	22	SPD	5		5.0									6.0	Rare	3.3809523809523814	5.380952380952381	7.380952380952381	True	B	2.0	False
885	Inventory	False	Focus	3	6	0	DEF flat	22	CDmg	7				4.0						6.0		Rare	3.5	5.5	9.5	True	B	2.0	False
886	Inventory	False	Focus	3	6	0	DEF flat	22		0								8.0		4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	B	2.0	False
1093	Inventory	False	Focus	3	6	0	DEF flat	22	CRate	4		7.0								4.0		Rare	2.9999999999999996	5.0	9.0	True	B	2.0	False
1125	Inventory	False	Focus	3	6	0	DEF flat	22	ACC	6								7.0		6.0		Rare	3.625	5.625	9.625	True	B	2.0	False
231	Inventory	False	Focus	4	6	12	DEF%	47	HP flat	194	14.0		18.0	24.0						5.0		Hero	7.125333333333334	7.125333333333334	7.125333333333334	False	B	0.0	False
232	Jamire	False	Focus	4	6	9	CDmg	47	ACC	8			19.0						370.0	16.0		Rare	7.301666666666666	7.801666666666666	8.301666666666666	False	B	0.0	False
233	Inventory	False	Focus	4	6	9	HP%	38		0	7.0			12.0						14.0		Hero	7.041666666666667	7.541666666666667	8.041666666666668	False	B	0.0	False
887	Inventory	False	Focus	4	6	0	HP%	11	RES	5				5.0						4.0		Rare	2.583333333333333	4.583333333333333	8.583333333333332	False	B	2.0	False
888	Inventory	False	Focus	4	6	0	HP%	11	ATK%	6										5.0	6.0	Rare	3.416666666666667	5.416666666666667	9.416666666666668	False	B	2.0	False
1126	Inventory	False	Focus	4	6	0	CDmg	11		0			18.0							4.0		Rare	1.7833333333333332	3.783333333333333	7.783333333333333	False	B	2.0	False
1211	Inventory	False	Focus	4	6	0	CDmg	11	ACC	7						6.0	11.0				5.0	Hero	2.7333333333333334	4.733333333333333	6.733333333333333	False	B	3.0	True
1212	Inventory	False	Focus	4	6	0	CRate	7		0									234.0	6.0		Rare	2.312	4.311999999999999	8.312	False	B	2.0	False
1213	Inventory	False	Focus	4	6	0	DEF%	11	SPD	6								5.0			5.0	Rare	3.4583333333333335	5.458333333333334	7.458333333333334	False	B	2.0	False
234	Inventory	False	Focus	5	6	9	HP flat	1440	CDmg	6				13.0		13.0				12.0		Hero	8.107142857142858	8.607142857142858	9.107142857142858	True	B	0.0	False
235	Seara	False	Focus	5	6	9	HP flat	1440	DEF%	5				8.0	22.0					14.0		Hero	9.041666666666668	9.541666666666668	10.041666666666668	True	B	0.0	False
236	Inventory	False	Focus	5	6	9	HP flat	1440	RES	5		7.0				21.0	29.0			4.0		Legend	6.308333333333334	6.808333333333334	8.308333333333334	True	B	1.0	False
237	Inventory	False	Focus	5	6	9	HP flat	1440	HP%	5					8.0	18.0				10.0		Hero	7.208333333333334	7.708333333333334	8.208333333333334	True	B	0.0	False
238	Momo	False	Focus	5	6	12	HP flat	1800	CDmg	4						14.0	10.0			16.0	9.0	Legend	9.404761904761903	9.404761904761903	9.404761904761903	True	B	0.0	False
889	Inventory	False	Focus	5	6	0	HP flat	360	DEF%	6					8.0					4.0		Rare	3.083333333333333	5.083333333333333	9.083333333333332	True	B	2.0	False
890	Inventory	False	Focus	5	6	0	HP flat	360		0			15.0		5.0					5.0		Hero	2.666666666666667	4.666666666666667	9.666666666666668	True	B	3.0	False
1094	Inventory	False	Focus	5	6	0	HP flat	360	ACC	4		4.0				8.0				6.0		Hero	4.071428571428571	6.071428571428571	11.071428571428571	True	B	3.0	False
1127	Inventory	False	Focus	5	6	0	HP flat	360		0	4.0									6.0		Rare	2.5	4.5	8.5	True	B	2.0	False
1214	Inventory	False	Focus	5	6	0	HP flat	360		0				5.0						6.0		Rare	2.625	4.625	8.625	True	B	2.0	False
1215	Inventory	False	Focus	5	6	0	HP flat	360	ACC	6		7.0				8.0						Rare	2.75	4.75	6.75	True	B	2.0	True
1216	Inventory	False	Focus	5	6	0	HP flat	360		0						6.0	19.0			4.0		Hero	2.5583333333333336	4.558333333333334	9.558333333333334	True	B	3.0	False
239	Velajuel	False	Focus	6	6	9	DEF%	38	CDmg	7							16.0	5.0		17.0		Rare	7.691666666666666	8.191666666666666	8.691666666666666	False	B	0.0	False
240	Inventory	False	Focus	6	6	9	ATK%	38	HP%	5	14.0									12.0	9.0	Hero	7.875	8.375	8.875	False	B	0.0	False
241	Inventory	False	Focus	6	6	12	RES	48	HP%	8						14.0			431.0	12.0	10.0	Legend	8.991333333333333	8.991333333333333	8.991333333333333	False	B	0.0	False
242	Inventory	False	Focus	6	6	6	HP%	29		0						11.0				12.0		Rare	5.375	6.375	7.375	False	B	0.0	False
243	Inventory	False	Focus	6	6	12	HP%	47		0	8.0			13.0						9.0	10.0	Hero	7.291666666666667	7.291666666666667	7.291666666666667	False	B	0.0	False
891	Inventory	False	Focus	6	6	12	HP%	47		0			10.0		6.0	24.0				9.0		Legend	7.0	7.0	7.0	False	B	0.0	False
892	Inventory	False	Focus	6	6	0	ATK%	11	CDmg	4								5.0		5.0	6.0	Hero	3.863095238095238	5.863095238095238	10.863095238095237	False	B	3.0	False
893	Inventory	False	Focus	6	6	0	ATK%	11	RES	5								6.0		6.0		Rare	3.375	5.375	9.375	False	B	2.0	False
1128	Inventory	False	Focus	6	6	0	DEF%	11		0			19.0	5.0						4.0		Hero	2.4333333333333336	4.433333333333334	9.433333333333334	False	B	3.0	False
1217	Inventory	False	Focus	6	6	0	DEF%	11	CRate	5		4.0			7.0					6.0		Hero	4.279761904761904	6.279761904761904	11.279761904761905	False	B	3.0	False
31	Oliver	False	Guard	1	6	6	ATK flat	70	ACC	7								8.0		16.0		Rare	7.208333333333333	8.208333333333332	9.208333333333332	True	C	0.0	False
32	Kaki	False	Guard	1	6	12	ATK flat	118	ATK%	7	6.0							29.0		10.0	6.0	Legend	9.583333333333334	9.583333333333334	9.583333333333334	True	C	0.0	False
33	Inventory	True	Guard	1	6	6	ATK flat	70	ATK%	7		16.0								13.0		Rare	7.494047619047619	8.494047619047619	9.494047619047619	True	C	0.0	False
763	Darion	False	Guard	1	6	12	ATK flat	118	HP%	6		14.0		7.0					317.0	16.0		Legend	9.381	9.381	9.381	True	C	0.0	False
825	Inventory	False	Guard	1	6	0	ATK flat	22		0		4.0			7.0					6.0		Hero	3.446428571428571	5.446428571428571	10.446428571428571	True	C	3.0	False
826	Inventory	False	Guard	1	6	0	ATK flat	22		0					7.0					4.0		Rare	2.208333333333333	4.208333333333333	8.208333333333332	True	C	2.0	False
828	Inventory	False	Guard	1	6	0	ATK flat	22	HP%	6									164.0	5.0	6.0	Hero	3.6353333333333335	5.6353333333333335	10.635333333333334	True	C	3.0	False
1117	Inventory	False	Guard	1	6	0	ATK flat	22	ATK%	7									306.0	6.0		Rare	3.283	5.2829999999999995	9.283	True	C	2.0	False
1181	Inventory	False	Guard	1	6	0	ATK flat	22	SPD	6					7.0			5.0				Rare	3.5	5.5	7.5	True	C	2.0	False
1182	Inventory	False	Guard	1	6	0	ATK flat	22	CRate	4					7.0				332.0			Rare	1.9843333333333333	3.9843333333333333	5.984333333333334	True	C	2.0	True
1183	Inventory	False	Guard	1	6	0	ATK flat	22	CDmg	7				8.0				6.0	144.0			Hero	2.942	4.942	6.942	True	C	3.0	True
34	Inventory	False	Guard	2	6	15	DEF%	63	CDmg	7	20.0								365.0	5.0	9.0	Hero	7.153333333333333	7.153333333333333	7.153333333333333	False	C	0.0	False
35	Inventory	False	Guard	2	6	9	DEF%	38	DEF flat	20		7.0	49.0							12.0		Hero	6.725	7.225	7.725	False	C	0.0	False
36	Inventory	False	Guard	2	6	9	HP%	38		0	4.0				15.0					12.0		Hero	6.375	6.875	7.375	False	C	0.0	False
37	Inventory	False	Guard	2	6	9	HP%	38	ACC	5							26.0			9.0	11.0	Hero	6.108333333333333	6.608333333333333	7.108333333333333	False	C	0.0	False
38	Inventory	False	Guard	2	6	6	SPD	19		0	15.0										8.0	Rare	3.208333333333333	4.208333333333333	5.208333333333333	False	C	0.0	False
39	Inventory	False	Guard	2	6	9	SPD	25	DEF%	8	5.0							14.0	909.0			Hero	4.587	5.087	5.587	False	C	0.0	False
40	Inventory	False	Guard	2	6	9	SPD	25		0	16.0	5.0							713.0			Hero	3.664952380952381	4.164952380952381	4.664952380952381	False	C	0.0	False
42	Inventory	False	Guard	2	6	9	SPD	25		0		12.0					13.0				15.0	Hero	4.539285714285715	5.039285714285715	5.539285714285715	False	C	0.0	False
43	Inventory	False	Guard	2	6	6	SPD	19		0			46.0								6.0	Rare	2.15	3.15	4.15	False	C	0.0	False
793	Dias *	False	Guard	2	6	9	HP%	38		0				9.0						11.0	8.0	Hero	6.124999999999999	6.624999999999999	7.124999999999999	False	C	0.0	False
829	Inventory	False	Guard	2	6	0	SPD	7		0							11.0	5.0				Rare	0.9	2.9	4.9	False	C	2.0	False
1118	Inventory	False	Guard	2	6	0	SPD	7	CRate	6			13.0	6.0								Rare	2.075	4.075	6.075	False	C	2.0	False
44	Inventory	False	Guard	3	6	9	DEF flat	94	DEF%	8	5.0							21.0		10.0		Hero	7.583333333333334	8.083333333333334	8.583333333333334	True	C	0.0	False
45	Inventory	False	Guard	3	6	12	DEF flat	118		0	8.0					7.0		13.0		21.0		Legend	10.5	10.5	10.5	True	C	0.0	False
765	Darion	False	Guard	3	6	12	DEF flat	118	DEF%	8	13.0	12.0						20.0		13.0		Legend	11.172619047619046	11.172619047619046	11.172619047619046	True	C	0.0	False
830	Inventory	False	Guard	3	6	0	DEF flat	22		0		6.0								6.0		Rare	2.857142857142857	4.857142857142858	8.857142857142858	True	C	2.0	False
831	Inventory	False	Guard	3	6	0	DEF flat	22	ACC	8								6.0		4.0		Rare	3.083333333333333	5.083333333333333	9.083333333333332	True	C	2.0	False
1119	Inventory	False	Guard	3	6	0	DEF flat	22	DEF%	5								5.0	262.0	6.0		Hero	3.599333333333333	5.599333333333333	10.599333333333334	True	C	3.0	False
1120	Inventory	False	Guard	3	6	0	DEF flat	22		0		4.0								5.0		Rare	2.238095238095238	4.238095238095238	8.238095238095237	True	C	2.0	False
1184	Inventory	False	Guard	3	6	0	DEF flat	22		0		4.0		4.0								Rare	1.0714285714285714	3.071428571428571	5.071428571428571	True	C	2.0	True
46	Inventory	False	Guard	4	6	12	CDmg	59	ACC	8					5.0			27.0		6.0	11.0	Legend	8.833333333333332	8.833333333333332	8.833333333333332	False	C	0.0	False
47	Inventory	False	Guard	4	6	15	CDmg	80		0					11.0	23.0		8.0		8.0		Legend	7.916666666666666	7.916666666666666	7.916666666666666	False	C	0.0	False
48	Inventory	False	Guard	4	6	12	CDmg	59	CRate	4					15.0	7.0	30.0			10.0		Legend	7.500000000000001	7.500000000000001	7.500000000000001	False	C	0.0	False
49	Inventory	False	Guard	4	6	9	CDmg	47		0	11.0					13.0				10.0		Hero	6.333333333333334	6.833333333333334	7.333333333333334	False	C	0.0	False
832	Inventory	False	Guard	4	6	0	HP%	11		0			18.0						249.0	4.0		Hero	2.115333333333333	4.115333333333333	9.115333333333332	False	C	3.0	False
1185	Inventory	False	Guard	4	6	0	CDmg	11	HP flat	319			16.0								5.0	Rare	1.6586666666666667	3.658666666666667	5.658666666666667	False	C	2.0	True
1186	Inventory	False	Guard	4	6	0	CRate	7	HP%	5				5.0		8.0						Rare	2.25	4.25	6.25	False	C	2.0	True
1187	Inventory	False	Guard	4	6	0	DEF%	11	HP flat	375	8.0	4.0								4.0		Hero	3.404761904761904	5.404761904761904	10.404761904761905	False	C	3.0	False
50	Inventory	False	Guard	5	6	9	HP flat	1440	ACC	8			31.0		7.0					14.0		Hero	7.316666666666666	7.816666666666666	8.316666666666666	True	C	0.0	False
51	Inventory	False	Guard	5	6	9	HP flat	1440	HP%	8		5.0								18.0	5.0	Rare	8.547619047619047	9.047619047619047	9.547619047619047	True	C	0.0	False
52	Kaki	False	Guard	5	6	12	HP flat	1800	RES	7		7.0				14.0		13.0		17.0		Legend	10.916666666666668	10.916666666666668	10.916666666666668	True	C	0.0	False
796	Dias *	False	Guard	5	6	9	HP flat	1440	CDmg	7					6.0			6.0		18.0		Rare	8.5	9.0	9.5	True	C	0.0	False
833	Inventory	False	Guard	5	6	0	HP flat	360		0			17.0			6.0				5.0		Hero	2.841666666666667	4.841666666666667	9.841666666666667	True	C	3.0	False
834	Inventory	False	Guard	5	6	0	HP flat	360	ACC	7		6.0			5.0					6.0		Hero	4.357142857142858	6.357142857142858	11.357142857142858	True	C	3.0	False
835	Inventory	False	Guard	5	6	0	HP flat	360		0		6.0					18.0			5.0		Hero	2.973809523809524	4.973809523809524	9.973809523809525	True	C	3.0	False
836	Inventory	False	Guard	5	6	0	HP flat	360		0	8.0									6.0	4.0	Hero	3.6666666666666665	5.666666666666666	10.666666666666666	True	C	3.0	False
1121	Inventory	False	Guard	5	6	0	HP flat	360	ACC	6	8.0									4.0		Rare	3.083333333333333	5.083333333333333	9.083333333333332	True	C	2.0	False
1122	Inventory	False	Guard	5	6	0	HP flat	360	RES	6		6.0	12.0							4.0		Hero	3.2404761904761905	5.2404761904761905	10.24047619047619	True	C	3.0	False
1123	Inventory	False	Guard	5	6	0	HP flat	360	SPD	5	6.0		13.0		6.0							Hero	3.4916666666666667	5.491666666666667	7.491666666666667	True	C	3.0	False
1188	Inventory	False	Guard	5	6	0	HP flat	360	DEF flat	17								7.0			5.0	Rare	2.1333333333333333	4.133333333333333	6.133333333333333	True	C	2.0	True
53	Inventory	True	Guard	6	6	15	RES	64		0				8.0			13.0	23.0		13.0		Hero	8.533333333333333	8.533333333333333	8.533333333333333	False	C	0.0	False
54	Inventory	False	Guard	6	6	9	DEF%	38		0				28.0	7.0					6.0		Hero	6.375	6.875	7.375	False	C	0.0	False
55	Inventory	False	Guard	6	6	12	RES	48		0		6.0			10.0			21.0		10.0		Legend	8.065476190476192	8.065476190476192	8.065476190476192	False	C	0.0	False
56	Oliver	False	Guard	6	6	11	HP%	44	ACC	7		7.0	26.0							16.0		Hero	7.858333333333333	8.358333333333334	8.858333333333334	False	C	0.0	False
58	Inventory	False	Guard	6	6	9	HP%	38		0	6.0					22.0				8.0		Hero	6.166666666666666	6.666666666666666	7.166666666666666	False	C	0.0	False
827	Inventory	False	Guard	1	5	0	ATK flat	15	ACC	3					4.0			5.0	232.0	3.0		Legend	2.8093333333333335	4.809333333333333	10.809333333333333	True	C	4.0	False
41	Inventory	False	Guard	2	5	6	SPD	17		0					6.0	16.0						Rare	2.75	3.75	4.75	False	C	0.0	False
57	Inventory	True	Guard	6	5	12	RES	38		0				9.0	12.0				194.0	13.0		Legend	7.217	7.217	7.217	False	C	0.0	False
521	Inventory	False	Nemesis	1	6	6	ATK flat	70	ACC	4									195.0	17.0		Rare	6.426666666666667	7.426666666666667	8.426666666666666	True	B	0.0	False
522	Amarna	False	Nemesis	1	6	12	ATK flat	118		0					11.0				350.0	22.0	5.0	Legend	10.008333333333335	10.008333333333335	10.008333333333335	True	B	0.0	False
523	Riley	False	Nemesis	1	6	12	ATK flat	118	HP flat	222	15.0			5.0						20.0	5.0	Legend	10.296000000000001	10.296000000000001	10.296000000000001	True	B	0.0	False
966	Inventory	False	Nemesis	1	6	0	ATK flat	22		0	4.0				8.0					6.0		Hero	3.5	5.5	10.5	True	B	3.0	False
967	Inventory	False	Nemesis	1	6	0	ATK flat	22	SPD	5					7.0				345.0		5.0	Hero	3.835	5.835	7.835	True	B	3.0	False
968	Inventory	False	Nemesis	1	6	0	ATK flat	22	CRate	4		5.0								6.0		Rare	3.380952380952381	5.380952380952381	9.380952380952381	True	B	2.0	False
969	Inventory	False	Nemesis	1	6	0	ATK flat	22	ACC	7	5.0									5.0		Rare	3.166666666666667	5.166666666666667	9.166666666666668	True	B	2.0	False
970	Inventory	False	Nemesis	1	6	0	ATK flat	22	CRate	5									359.0	6.0		Rare	3.3120000000000003	5.312	9.312000000000001	True	B	2.0	False
971	Inventory	False	Nemesis	1	6	0	ATK flat	22		0				7.0						5.0	5.0	Hero	3.3750000000000004	5.375	10.375	True	B	3.0	False
972	Inventory	False	Nemesis	1	6	0	ATK flat	22	ATK%	5				5.0						6.0		Rare	3.25	5.25	9.25	True	B	2.0	False
1107	Inventory	True	Nemesis	1	6	12	ATK flat	118		0				14.0	24.0					9.0	10.0	Legend	9.416666666666666	9.416666666666666	9.416666666666666	True	B	0.0	False
1150	Inventory	False	Nemesis	1	6	0	ATK flat	22		0					5.0				279.0	6.0		Hero	2.997	4.997	9.997	True	B	3.0	False
525	Riley	False	Nemesis	2	6	15	SPD	42		0		5.0				13.0	17.0	15.0				Rare	4.639285714285714	4.639285714285714	4.639285714285714	False	B	0.0	False
529	Inventory	False	Nemesis	2	6	9	DEF%	38	CDmg	6	10.0							8.0		14.0		Hero	7.773809523809524	8.273809523809524	8.773809523809524	False	B	0.0	False
530	Inventory	False	Nemesis	2	6	6	SPD	19		0									1041.0		4.0	Rare	2.0546666666666664	3.0546666666666664	4.054666666666666	False	B	0.0	False
532	Inventory	False	Nemesis	2	6	0	SPD	7		0			13.0	5.0								Rare	0.95	2.95	4.95	False	B	2.0	False
974	Inventory	False	Nemesis	2	6	0	SPD	7	ATK%	7						7.0			318.0			Rare	2.174	4.1739999999999995	6.1739999999999995	False	B	2.0	False
975	Inventory	False	Nemesis	2	6	0	SPD	7		0	5.0							8.0				Rare	1.625	3.625	5.625	False	B	2.0	False
976	Inventory	False	Nemesis	2	6	0	DEF%	11	ATK flat	15		7.0			5.0					4.0		Hero	3.333333333333333	5.333333333333333	10.333333333333332	False	B	3.0	False
977	Inventory	False	Nemesis	2	6	0	SPD	7		0	4.0		17.0									Rare	0.925	2.925	4.925	False	B	2.0	False
978	Inventory	False	Nemesis	2	6	0	SPD	7	HP%	5	7.0								219.0		4.0	Hero	2.458666666666667	4.458666666666667	6.458666666666667	False	B	3.0	False
979	Inventory	False	Nemesis	2	6	0	SPD	7	HP%	6	8.0			6.0								Rare	2.5	4.5	6.5	False	B	2.0	False
980	Inventory	False	Nemesis	2	6	0	ATK%	11	HP%	8		5.0	11.0							5.0		Hero	3.6559523809523813	5.655952380952382	10.655952380952382	False	B	3.0	False
533	Inventory	False	Nemesis	3	6	6	DEF flat	70	CDmg	6								5.0		17.0		Rare	7.148809523809524	8.148809523809524	9.148809523809524	True	B	0.0	False
534	Chasun	True	Nemesis	3	6	12	DEF flat	118	ACC	4	13.0	9.0							506.0	15.0		Legend	9.085380952380953	9.085380952380953	9.085380952380953	True	B	0.0	False
535	Inventory	True	Nemesis	3	6	12	DEF flat	118		0	16.0	8.0						15.0		12.0		Hero	9.017857142857142	9.017857142857142	9.017857142857142	True	B	0.0	False
981	Inventory	False	Nemesis	3	6	0	DEF flat	22		0		6.0		7.0						5.0		Hero	3.398809523809524	5.398809523809524	10.398809523809524	True	B	3.0	False
982	Inventory	False	Nemesis	3	6	0	DEF flat	22		0									356.0	6.0		Rare	2.474666666666667	4.474666666666667	8.474666666666668	True	B	2.0	False
536	Amarna	False	Nemesis	4	6	14	HP%	53		0			17.0			13.0			218.0	24.0		Hero	10.340666666666667	10.340666666666667	10.340666666666667	False	B	0.0	False
537	Chow	True	Nemesis	4	6	15	CDmg	80	DEF flat	11					14.0	18.0				6.0	16.0	Legend	8.941666666666666	8.941666666666666	8.941666666666666	False	B	0.0	False
538	Chasun	True	Nemesis	4	6	12	HP%	47		0	13.0				17.0					7.0	16.0	Legend	8.75	8.75	8.75	False	B	0.0	False
983	Inventory	False	Nemesis	4	6	0	DEF%	11		0			10.0		5.0					4.0		Hero	2.208333333333333	4.208333333333333	9.208333333333332	False	B	3.0	False
984	Inventory	False	Nemesis	4	6	0	DEF%	11	ATK flat	16								7.0		4.0		Rare	2.608333333333333	4.6083333333333325	8.608333333333333	False	B	2.0	False
985	Inventory	False	Nemesis	5	6	0	HP flat	360		0		4.0								5.0		Rare	2.238095238095238	4.238095238095238	8.238095238095237	True	B	2.0	False
986	Chow	False	Nemesis	5	6	0	HP flat	360		0			13.0		8.0					5.0		Hero	2.9916666666666667	4.991666666666667	9.991666666666667	True	B	3.0	False
987	Inventory	False	Nemesis	5	6	0	HP flat	360		0	8.0		10.0	5.0						5.0		Legend	3.541666666666667	5.541666666666667	11.541666666666668	True	B	4.0	False
988	Inventory	False	Nemesis	5	6	0	HP flat	360		0	8.0					6.0				4.0		Hero	3.083333333333333	5.083333333333333	10.083333333333332	True	B	3.0	False
989	Inventory	False	Nemesis	5	6	0	HP flat	360	CRate	6							16.0			4.0		Rare	2.7333333333333334	4.733333333333333	8.733333333333334	True	B	2.0	False
990	Inventory	False	Nemesis	5	6	0	HP flat	360		0		6.0								5.0	4.0	Hero	3.1904761904761907	5.190476190476191	10.19047619047619	True	B	3.0	False
539	Eshir	True	Nemesis	6	6	15	HP%	63		0	6.0					10.0				16.0	12.0	Hero	9.333333333333332	9.333333333333332	9.333333333333332	False	B	0.0	False
991	Inventory	False	Nemesis	6	6	0	DEF%	11	CDmg	4								8.0		5.0		Rare	3.238095238095238	5.238095238095238	9.238095238095237	False	B	2.0	False
973	Inventory	False	Nemesis	1	5	0	ATK flat	15	HP flat	255		4.0								3.0		Rare	1.9114285714285715	3.9114285714285715	7.911428571428571	True	B	2.0	False
524	Inventory	True	Nemesis	2	5	12	SPD	29	DEF flat	15		12.0	20.0	5.0							10.0	Legend	4.880952380952381	4.880952380952381	4.880952380952381	False	B	0.0	False
