;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency;tot_max_norm
292;row_534;534;39312012023;0;0;Inventory;Inventory;False;53.96;Will;4;6;9;DEF%;38;CRate;4;0;18.0;;;;;;;6.0;;8.0;;Hero;61.1;7.333333333333333
293;row_535;535;38366140660;0;0;Inventory;Inventory;False;52.17;Will;4;6;15;DEF%;63;;0;0;;;;5.0;21.0;;;;;6.0;4.0;Rare;52.17;5.916666666666667
294;row_542;542;40122944803;0;0;Inventory;Inventory;False;47.58;Will;4;6;9;CDmg;47;ACC;8;0;;;;;;18.0;;12.0;178.0;;;Hero;54.72;5.987333333333334
295;row_545;545;40687300009;0;0;Inventory;Inventory;False;44.83;Will;4;5;12;CDmg;48;;0;0;21.0;;;;;;;10.0;201.0;5.0;;Legend;44.83;5.809666666666667
296;row_548;548;40936302954;581;0;Dongbaek;Inventory;False;50.19;Will;4;6;15;HP%;63;;0;0;;;;8.0;;15.0;35.0;;;;14.0;Legend;50.19;6.083333333333334
297;row_549;549;40942530180;125;0;Kro;Inventory;False;50.39;Will;4;6;12;CRate;43;HP flat;219;0;;7.0;;13.0;18.0;;;8.0;;;;Legend;50.39;6.167
298;row_550;550;40091331067;90;0;Mo Long;Inventory;False;59.46;Will;4;6;12;HP%;47;HP flat;305;0;;11.0;;12.0;8.0;;;;;11.0;;Hero;59.46;8.144761904761904
299;row_551;551;37009913153;81;0;Psamathe;Inventory;False;66.66;Will;4;6;12;CDmg;59;;0;0;;;;4.0;6.0;14.0;;;;20.0;;Legend;66.66;9.666666666666668
300;row_552;552;40816502640;0;0;Inventory;Inventory;False;45.78;Will;4;6;6;DEF%;29;CDmg;6;0;;;;7.0;;;;;;;15.0;Rare;60.07;6.232142857142857
301;row_553;553;39510897372;98;0;Brandia;Inventory;False;51.9;Will;4;6;12;CDmg;59;SPD;6;0;;;82.0;4.0;7.0;;;;276.0;;;Legend;51.9;5.792999999999999
302;row_555;555;31127719463;0;0;Inventory;Inventory;False;48.03;Will;4;6;9;HP%;38;RES;7;0;;;;;8.0;;12.0;;;;18.0;Rare;55.17;6.175
303;row_556;556;37509145392;0;0;Inventory;Inventory;False;59.7;Will;5;6;9;HP flat;1440;RES;8;0;;;28.0;;;7.0;;;;15.0;;Hero;66.84;8.575
304;row_557;557;39313117412;0;0;Inventory;Inventory;False;59.13;Will;5;6;9;HP flat;1440;CDmg;5;0;;;;13.0;;12.0;;;;12.0;;Hero;66.27;8.839285714285715
305;row_558;558;37514469410;0;0;Inventory;Inventory;False;52.92;Will;5;6;9;HP flat;1440;;0;0;;;;;;11.0;34.0;;;10.0;;Hero;60.06;6.558333333333334
306;row_559;559;39451957447;0;0;Inventory;Inventory;False;52.02;Will;5;6;9;HP flat;1440;;0;0;;;;13.0;;;29.0;;;9.0;;Hero;59.17;6.35
307;row_560;560;40079991079;0;0;Inventory;Inventory;False;53.57;Will;5;6;9;HP flat;1440;;0;0;;;;;14.0;;;6.0;;10.0;;Rare;60.71;6.833333333333334
308;row_562;562;40687302282;0;0;Inventory;Inventory;False;50.93;Will;5;5;12;HP flat;1530;RES;3;0;;;19.0;;;;;6.0;;11.0;9.0;Legend;50.93;6.766666666666667
309;row_563;563;38241839596;14;0;Amarna;Inventory;False;59.43;Will;5;6;10;HP flat;1560;CDmg;5;0;;;;12.0;;;;14.0;;12.0;;Hero;66.57;8.964285714285715
310;row_564;564;39478265978;11;0;Cheongpung;Inventory;False;64.38;Will;5;6;13;HP flat;1920;;0;0;11.0;;;;8.0;;;;;16.0;10.0;Legend;64.38;9.375
311;row_566;566;38384416396;81;0;Psamathe;Inventory;False;56.0;Will;5;6;12;HP flat;1800;DEF flat;11;0;12.0;;;10.0;;12.0;;;;8.0;;Legend;56.0;7.191666666666666
312;row_567;567;39451703186;1321;0;Okeanos;Inventory;False;63.68;Will;5;6;12;HP flat;1800;;0;0;;;;4.0;14.0;;;;;15.0;12.0;Legend;63.68;9.25
313;row_568;568;40126891563;96;0;Zaiross;Inventory;False;60.37;Will;5;6;12;HP flat;1800;;0;0;;13.0;;;;5.0;;7.0;;14.0;;Legend;60.37;8.023809523809524
314;row_569;569;40988793012;0;0;Inventory;Inventory;False;53.61;Will;5;5;12;HP flat;1530;ACC;6;0;9.0;;;;;6.0;24.0;;;13.0;;Legend;53.61;7.558333333333334
315;row_571;571;37480410249;101;0;Baleygr;Inventory;False;57.31;Will;6;6;9;ATK%;38;;0;0;12.0;11.0;;;;;;;;12.0;;Hero;64.45;8.071428571428571
316;row_582;582;40123370657;0;0;Inventory;Inventory;False;50.59;Will;6;6;9;DEF%;38;SPD;5;0;;;20.0;;18.0;;;;;;6.0;Rare;57.73;6.416666666666667
317;row_584;584;40137692657;0;0;Inventory;Inventory;False;48.09;Will;6;6;9;DEF%;38;SPD;5;0;;;;;;;;8.0;772.0;;4.0;Rare;55.23;5.362666666666667
318;row_585;585;40377168453;0;0;Inventory;Inventory;True;43.16;Will;6;5;9;DEF%;29;SPD;4;0;;;;;;;;16.0;242.0;;10.0;Rare;50.31;6.322666666666667
319;row_589;589;38243789219;1195;0;Savannah;Inventory;False;50.95;Will;6;6;12;ATK%;47;;0;0;;;16.0;;;18.0;;6.0;;6.0;;Rare;50.95;5.4
320;row_591;591;38539271970;0;0;Inventory;Inventory;True;43.2;Will;6;5;9;ATK%;29;HP%;7;0;;5.0;;;;22.0;;;;;10.0;Hero;50.34;7.005952380952381
321;row_595;595;40129383229;0;0;Inventory;Inventory;False;46.86;Will;6;6;9;HP%;38;SPD;4;0;;;;;;8.0;32.0;;658.0;;;Rare;54.0;5.010666666666666
322;row_596;596;37361061067;0;0;Inventory;Inventory;False;66.52;Shield;1;6;12;ATK flat;118;;0;0;;;;8.0;;;;4.0;704.0;21.0;;Legend;66.52;9.438666666666666
323;row_597;597;32960015932;0;0;Inventory;Inventory;False;48.41;Shield;2;5;12;SPD;29;DEF%;6;0;18.0;9.0;;6.0;;;;11.0;;;;Legend;48.41;6.410714285714286
324;row_598;598;36458401966;0;0;Inventory;Inventory;False;56.14;Shield;2;6;9;DEF%;38;CRate;5;0;18.0;7.0;;;;;;;;9.0;;Hero;63.28;8.083333333333332
325;row_600;600;40560387859;0;0;Inventory;Inventory;False;55.04;Shield;2;6;9;ATK%;38;HP flat;339;0;;;;;;;;8.0;;10.0;10.0;Rare;62.18;7.452000000000001
326;row_605;605;35832379023;0;0;Inventory;Inventory;False;61.46;Shield;4;6;9;DEF%;38;HP%;5;0;;6.0;;;;;;;;17.0;5.0;Rare;68.6;8.982142857142858
327;row_615;615;40254656233;0;0;Inventory;Inventory;False;62.32;Shield;5;6;9;HP flat;1440;RES;7;0;;;;;;12.0;12.0;;;17.0;;Hero;69.46;9.341666666666667
328;row_629;629;36998395208;177;0;Darion;Inventory;False;64.83;Revenge;2;6;9;HP%;38;CDmg;6;0;;;;;15.0;8.0;;;;17.0;;Hero;71.97;10.398809523809526
329;row_631;631;40011654417;0;0;Inventory;Inventory;False;49.49;Revenge;2;6;10;SPD;27;ACC;5;1;;14.0;;;;;;20.0;;;4.0;Hero;56.63;6.791666666666666
330;row_634;634;37008829546;94;0;Colleen;Inventory;False;50.2;Revenge;2;6;12;SPD;31;DEF flat;15;1;22.0;;;;;;;11.0;439.0;;6.0;Legend;50.2;6.085333333333333
331;row_635;635;35352850780;134;0;Hwa;Inventory;False;50.54;Revenge;2;6;15;SPD;42;DEF flat;19;0;;12.0;;5.0;;6.0;;;;;16.0;Hero;50.54;6.23095238095238
332;row_637;637;39960254998;87;0;Sabrina;Inventory;False;63.46;Revenge;3;6;12;DEF flat;118;HP flat;274;0;;7.0;;5.0;;;;;;12.0;22.0;Legend;63.46;9.657
333;row_644;644;38524695520;127;0;Homunculus - Hypernox;Inventory;False;63.97;Revenge;5;6;12;HP flat;1800;CDmg;7;1;;;;7.0;7.0;;;37.0;;9.0;;Hero;63.97;10.375
334;row_656;656;36329422590;0;0;Inventory;Inventory;True;59.51;Destroy;5;6;9;HP flat;1440;ACC;8;0;;;;;20.0;;;8.0;;11.0;;Hero;66.66;9.166666666666666
335;row_664;664;31703715607;126;0;Eirgar;Inventory;False;63.47;Fight;1;6;12;ATK flat;118;;0;0;10.0;;;;;;;;182.0;17.0;10.0;Legend;63.47;8.826
336;row_665;665;35861574367;126;0;Eirgar;Inventory;False;53.59;Fight;2;6;9;HP%;38;DEF flat;17;0;;;;18.0;;;;;;8.0;5.0;Hero;60.73;7.174999999999999
337;row_667;667;39053626749;0;0;Inventory;Inventory;False;49.49;Fight;2;6;15;SPD;42;;0;0;;7.0;;18.0;15.0;;;;;;4.0;Hero;49.49;5.791666666666667
338;row_671;671;39620727322;126;0;Eirgar;Inventory;False;60.11;Fight;5;6;9;HP flat;1440;DEF%;5;0;;;;;;;;5.0;;16.0;6.0;Rare;67.26;8.583333333333332
339;row_676;676;39717850762;0;0;Inventory;Inventory;False;69.64;Determination;5;6;12;HP flat;1800;;0;0;;;;12.0;6.0;;;8.0;;22.0;;Legend;69.64;10.583333333333332
340;row_677;677;40064646450;0;0;Inventory;Inventory;False;47.71;Enhance;2;6;9;SPD;25;CRate;5;0;;6.0;;24.0;;;14.0;;;;;Hero;54.85;6.04047619047619
341;row_678;678;40861860503;0;0;Inventory;Inventory;False;48.57;Enhance;2;6;12;SPD;31;HP flat;318;0;;;59.0;;14.0;;;6.0;;;6.0;Legend;48.57;5.399
342;row_679;679;38141622215;0;0;Inventory;Inventory;False;61.1;Enhance;4;6;15;CDmg;80;;0;0;;;;7.0;;;;5.0;;12.0;19.0;Legend;61.1;8.666666666666666
343;row_680;680;35523192117;0;0;Inventory;Inventory;False;66.43;Enhance;6;6;15;ATK%;63;;0;0;;4.0;;;;;;8.0;;21.0;5.0;Hero;66.43;9.404761904761905
344;row_685;685;36275845591;0;0;Inventory;Inventory;False;62.36;Tolerance;3;6;12;DEF flat;118;;0;0;;11.0;;5.0;;;;;;15.0;9.0;Legend;62.36;8.696428571428571
345;row_687;687;39995594602;114;1;Oliver;Anavel;False;62.1;Focus;1;6;12;ATK flat;118;ACC;4;0;;;;;15.0;;;;534.0;12.0;12.0;Legend;62.1;9.087
346;row_688;688;38669819933;13;1;Triana;Anavel;False;48.75;Violent;2;6;15;SPD;42;RES;4;0;;6.0;;7.0;14.0;;;;;;9.0;Rare;48.75;5.482142857142857
347;row_689;689;38558476815;0;1;Inventory;Anavel;False;54.33;Violent;3;6;9;DEF flat;94;;0;0;;4.0;;;;14.0;;;;11.0;;Rare;61.47;6.988095238095237
348;row_692;692;35771133925;2;2;Icaru;Icaru;False;63.78;Determination;1;6;12;ATK flat;118;;0;1;5.0;;;8.0;;;;;;19.0;4.0;Rare;63.78;8.625
349;row_693;693;37130665948;2;2;Icaru;Icaru;False;67.62;Guard;2;6;15;DEF%;63;ACC;5;1;;;31.0;;7.0;;45.0;;;20.0;;Legend;67.62;10.066666666666666
350;row_694;694;35599990594;2;2;Icaru;Icaru;False;65.89;Determination;3;6;15;DEF flat;160;;0;1;;;;;;15.0;;;601.0;18.0;6.0;Hero;65.89;9.676333333333334
351;row_695;695;38069099882;2;2;Icaru;Icaru;False;62.79;Determination;4;6;15;DEF%;63;;0;1;;;;7.0;8.0;;;8.0;;17.0;;Hero;62.79;8.541666666666668
352;row_696;696;35677011763;2;2;Icaru;Icaru;False;70.12;Determination;5;6;12;HP flat;1800;;0;1;;10.0;;;;23.0;46.0;;;18.0;;Legend;70.12;11.45357142857143
353;row_697;697;36531545679;2;2;Icaru;Icaru;False;47.28;Guard;6;6;15;DEF%;63;;0;1;;4.0;;;6.0;;;11.0;;;13.0;Hero;47.28;4.863095238095237
354;row_698;698;38582920323;3;3;Icaru 2;Icaru 2;False;55.82;Determination;1;6;9;ATK flat;94;;0;1;;11.0;;;11.0;;;;;11.0;;Hero;62.96;7.613095238095237
355;row_699;699;35714729902;3;3;Icaru 2;Icaru 2;False;61.71;Determination;2;6;15;DEF%;63;HP flat;350;1;;;;8.0;5.0;;73.0;;;14.0;;Legend;61.71;8.583333333333334
356;row_700;700;6362959388;3;3;Icaru 2;Icaru 2;False;66.03;Guard;3;6;15;DEF flat;160;CDmg;4;1;4.0;;;;;24.0;;;;16.0;4.0;Legend;66.03;10.07142857142857
357;row_701;701;36935101692;3;3;Icaru 2;Icaru 2;False;54.63;Determination;4;6;15;DEF%;63;CRate;6;1;8.0;11.0;55.0;;;;;;;6.0;;Hero;54.63;6.946428571428571
358;row_702;702;37165972910;3;3;Icaru 2;Icaru 2;False;55.41;Guard;5;6;12;HP flat;1800;CDmg;4;1;;;20.0;;27.0;;33.0;;;6.0;;Legend;55.41;7.271428571428571
359;row_703;703;35715314675;3;3;Icaru 2;Icaru 2;False;56.2;Determination;6;6;15;DEF%;63;;0;1;;;17.0;15.0;;;;;229.0;12.0;;Rare;56.2;6.605333333333333
360;row_704;704;38914344685;4;4;Moore;Moore;False;71.56;Destroy;1;6;12;ATK flat;118;HP flat;233;1;8.0;;;6.0;;;;20.0;;21.0;;Hero;71.56;11.560666666666666
361;row_705;705;31441287069;4;4;Moore;Moore;False;48.74;Violent;2;6;15;SPD;42;;0;1;7.0;;34.0;22.0;;;;;;;6.0;Legend;48.74;5.475
362;row_706;706;36919365217;4;4;Moore;Moore;False;64.69;Violent;3;6;12;DEF flat;118;;0;1;12.0;;;5.0;;;;;785.0;18.0;;Legend;64.69;9.171666666666667
363;row_707;707;19820009569;4;4;Moore;Moore;False;61.35;Violent;4;6;15;HP%;63;;0;1;15.0;7.0;;;;;;;294.0;15.0;;Hero;61.35;8.267
364;row_708;708;39520770927;4;4;Moore;Moore;True;67.06;Destroy;5;6;9;HP flat;1440;CRate;4;1;;;;;;10.0;;10.0;;20.0;;Hero;74.2;10.833333333333334
365;row_709;709;38903937435;4;4;Moore;Moore;False;56.84;Violent;6;6;15;DEF%;63;;0;1;4.0;;;;7.0;;;;;10.0;15.0;Hero;56.84;7.208333333333334
366;row_711;711;35540663603;5;5;Icaru 3;Icaru 3;False;55.94;Determination;2;6;15;DEF%;63;;0;1;;;;13.0;7.0;;;12.0;;9.0;;Rare;55.94;7.0
367;row_712;712;38117558479;5;5;Icaru 3;Icaru 3;False;53.9;Guard;3;6;12;DEF flat;118;SPD;5;1;;15.0;;;;11.0;;5.0;;;6.0;Hero;53.9;6.809523809523809
368;row_713;713;36359842266;5;5;Icaru 3;Icaru 3;False;58.64;Determination;4;6;15;DEF%;63;HP flat;194;1;;7.0;;;;;;19.0;;10.0;6.0;Rare;58.64;7.9670000000000005
369;row_714;714;36287252255;5;5;Icaru 3;Icaru 3;False;48.06;Determination;5;6;12;HP flat;1800;;0;1;7.0;;;;;12.0;79.0;;;;5.0;Hero;48.06;5.183333333333333
370;row_715;715;36355673837;5;5;Icaru 3;Icaru 3;False;53.54;Guard;6;6;15;DEF%;63;SPD;6;1;;;;7.0;11.0;;;;430.0;;10.0;Hero;53.54;6.49
371;row_716;716;40621268166;135;6;Verdehile 2;Verdehile;False;62.89;Blade;1;6;12;ATK flat;118;HP%;5;1;8.0;;;13.0;;;;;;15.0;4.0;Hero;62.89;8.916666666666666
372;row_717;717;40708249975;82;6;Homunculus - Hypermors;Verdehile;False;50.16;Fatal;2;6;15;ATK%;63;ATK flat;17;1;;13.0;;5.0;;;;12.0;;;10.0;Rare;50.16;6.0738095238095235
373;row_718;718;31593883079;82;6;Homunculus - Hypermors;Verdehile;False;66.44;Blade;3;6;15;DEF flat;160;;0;1;;16.0;;;;13.0;;;;14.0;12.0;Legend;66.44;10.577380952380953
374;row_719;719;26700789711;0;6;Inventory;Verdehile;False;49.56;Fatal;4;6;15;CDmg;80;;0;1;;;31.0;8.0;11.0;;;;;;16.0;Rare;49.56;5.816666666666666
375;row_720;720;31527309398;82;6;Homunculus - Hypermors;Verdehile;False;70.43;Fatal;5;6;14;HP flat;2040;HP%;6;1;;12.0;;;17.0;;;;;15.0;15.0;Legend;70.43;12.089285714285714
376;row_721;721;26700789713;82;6;Homunculus - Hypermors;Verdehile;False;53.72;Fatal;6;6;15;ATK%;63;;0;1;;6.0;;7.0;;;;;;6.0;17.0;Rare;53.72;6.565476190476191
377;row_722;722;38384366357;7;7;Perna;Perna;False;69.8;Will;1;6;12;ATK flat;118;CDmg;4;1;;;;4.0;21.0;;;17.0;;17.0;;Legend;69.8;11.488095238095239
378;row_723;723;19820009567;7;7;Perna;Perna;False;53.09;Violent;2;6;15;SPD;42;;0;1;;10.0;;14.0;;11.0;;22.0;;;;Hero;53.09;7.303571428571429
379;row_724;724;36713132870;7;7;Perna;Perna;False;68.35;Will;3;6;12;DEF flat;118;;0;1;;;;5.0;;14.0;;;;21.0;5.0;Hero;68.35;10.208333333333334
380;row_725;725;10149813719;7;7;Perna;Perna;False;66.87;Violent;4;6;15;DEF%;63;;0;1;;;;8.0;;;50.0;;;20.0;5.0;Rare;66.87;9.750000000000002
381;row_726;726;39048771447;7;7;Perna;Perna;False;64.28;Violent;5;6;12;HP flat;1800;DEF%;5;1;8.0;;;14.0;;;;5.0;;16.0;;Hero;64.28;9.333333333333332
382;row_727;727;19820009571;7;7;Perna;Perna;False;60.63;Violent;6;6;15;HP%;63;;0;1;;;;;;5.0;41.0;;609.0;16.0;;Hero;60.63;7.795333333333333
383;row_728;728;39537736400;0;8;Inventory;Velajuel;False;58.03;Will;1;6;9;ATK flat;94;;0;1;6.0;;;;;;;13.0;;14.0;;Hero;65.17;8.041666666666668
384;row_729;729;40117237690;127;8;Homunculus - Hypernox;Velajuel;False;50.35;Violent;2;6;15;SPD;42;CRate;6;1;6.0;;;7.0;;21.0;36.0;;;;;Hero;50.35;6.15
385;row_730;730;38580400484;98;8;Brandia;Velajuel;False;60.58;Will;3;6;12;DEF flat;118;;0;1;;4.0;;;;12.0;;11.0;;14.0;;Legend;60.58;8.113095238095239
386;row_731;731;8856582023;0;8;Inventory;Velajuel;False;53.05;Violent;4;6;15;DEF%;63;CDmg;5;1;;;;5.0;;;31.0;;;7.0;10.0;Unknown;53.05;6.114285714285715
387;row_732;732;40217543676;154;8;Lisa;Velajuel;False;59.82;Violent;5;6;9;HP flat;1440;ATK flat;15;1;;;;6.0;;;;12.0;;15.0;;Hero;66.96;8.625
388;row_733;733;38932816281;97;8;Xiong Fei;Velajuel;False;49.22;Violent;6;6;13;DEF%;50;;0;1;8.0;;17.0;;7.0;;;27.0;;;;Hero;49.22;5.675
389;row_734;734;18227833209;9;9;Feng Yan;Feng Yan;False;73.7;Energy;1;6;12;ATK flat;118;CRate;5;1;;;;11.0;5.0;;;17.0;;22.0;;Legend;73.7;12.291666666666666
390;row_735;735;35657634005;9;9;Feng Yan;Feng Yan;False;54.76;Violent;2;6;15;SPD;42;CDmg;6;1;;;;5.0;30.0;17.0;26.0;;;;;Legend;54.76;8.007142857142858
391;row_736;736;9775625214;9;9;Feng Yan;Feng Yan;False;73.16;Energy;3;6;15;DEF flat;160;CDmg;6;1;5.0;;;;;14.0;;12.0;;22.0;;Hero;73.16;12.06547619047619
392;row_737;737;40911155940;9;9;Feng Yan;Feng Yan;False;58.37;Violent;4;6;15;DEF%;63;CRate;4;1;;13.0;28.0;;;;;;219.0;12.0;;Hero;58.37;7.515809523809524
393;row_738;738;40230087580;94;9;Colleen;Feng Yan;False;59.94;Violent;5;6;9;HP flat;1440;DEF flat;17;1;7.0;;;7.0;;;;;;16.0;;Rare;67.08;8.508333333333333
394;row_739;739;40298232294;9;9;Feng Yan;Feng Yan;False;57.91;Violent;6;6;15;DEF%;63;CDmg;7;1;;;13.0;;7.0;;;13.0;;11.0;;Rare;57.91;7.491666666666667
395;row_740;740;37027275621;10;10;Hathor;Hathor;False;72.76;Violent;1;6;12;ATK flat;118;HP%;7;1;7.0;;;7.0;;;;;328.0;25.0;;Hero;72.76;11.395666666666667
396;row_741;741;5992707481;10;10;Hathor;Hathor;False;48.89;Swift;2;6;15;SPD;42;RES;4;1;;;;8.0;;;;21.0;435.0;;5.0;Magic;48.89;5.538333333333333
397;row_742;742;32126258998;10;10;Hathor;Hathor;False;68.25;Swift;3;6;12;DEF flat;118;DEF%;5;1;;;;7.0;;;;;499.0;21.0;6.0;Rare;68.25;10.165333333333333
398;row_743;743;35556384473;10;10;Hathor;Hathor;False;74.59;Shield;4;6;15;DEF%;63;CRate;5;1;;;;6.0;8.0;;;14.0;;24.0;;Hero;74.59;12.333333333333334
399;row_744;744;36832681146;10;10;Hathor;Hathor;False;76.48;Swift;5;6;12;HP flat;1800;;0;1;7.0;;;6.0;;;;16.0;;27.0;;Legend;76.48;12.625
400;row_745;745;11497269656;10;10;Hathor;Hathor;False;60.35;Swift;6;5;15;HP%;51;CRate;5;1;4.0;;;4.0;7.0;;;;;21.0;;Hero;60.35;9.708333333333334
401;row_746;746;39520495893;11;11;Cheongpung;Cheongpung;False;66.61;Swift;1;6;12;ATK flat;118;;0;1;;;;;12.0;;;15.0;826.0;17.0;;Legend;66.61;10.143
402;row_747;747;40828939786;1342;11;Bastet;Cheongpung;False;52.56;Will;2;6;15;SPD;42;;0;1;;;;23.0;;15.0;;12.0;;;5.0;Hero;52.56;7.083333333333333
403;row_748;748;37225317809;1321;11;Okeanos;Cheongpung;False;68.59;Swift;3;6;12;DEF flat;118;;0;1;;8.0;;8.0;;;;;;20.0;10.0;Legend;68.59;10.476190476190476
404;row_749;749;40137402872;0;11;Inventory;Cheongpung;False;61.01;Will;4;6;9;DEF%;38;;0;1;;;;13.0;8.0;;;;;16.0;;Hero;68.15;8.958333333333332
405;row_750;750;19862540293;134;11;Hwa;Cheongpung;False;63.98;Swift;5;6;12;HP flat;1800;;0;1;8.0;;;11.0;8.0;;;;;17.0;;Rare;63.98;9.041666666666668
406;row_751;751;40749859659;135;11;Verdehile 2;Cheongpung;False;50.6;Swift;6;6;12;HP%;47;DEF flat;10;1;;;55.0;;5.0;;;;;6.0;6.0;Hero;50.6;5.25
407;row_752;752;38334732386;6;12;Verdehile;Seara;False;57.93;Swift;1;6;9;ATK flat;94;;0;1;;;;;;;;12.0;;12.0;11.0;Hero;65.07;8.333333333333332
408;row_753;753;38241967329;1321;12;Okeanos;Seara;False;50.28;Will;2;6;15;SPD;42;;0;1;;;;15.0;17.0;5.0;;;;;9.0;Hero;50.28;6.125
409;row_754;754;40650795952;0;12;Inventory;Seara;False;55.65;Swift;3;6;9;DEF flat;94;;0;1;;;;8.0;;;;7.0;;13.0;;Rare;62.79;7.208333333333333
410;row_755;755;40750854447;135;12;Verdehile 2;Seara;False;56.95;Swift;4;6;15;CRate;58;HP%;5;1;;;37.0;10.0;33.0;;;;;4.0;;Legend;56.95;8.258333333333333
411;row_756;756;31464907022;8;12;Velajuel;Seara;False;60.11;Swift;5;6;9;HP flat;1440;;0;1;;;;;18.0;;;16.0;;12.0;;Hero;67.25;9.25
412;row_757;757;37515614079;8;12;Velajuel;Seara;False;62.32;Will;6;6;12;DEF%;47;HP flat;290;1;;;;;30.0;;;7.0;;9.0;10.0;Legend;62.32;9.678333333333333
413;row_758;758;40397350003;0;13;Inventory;Triana;False;61.9;Will;1;6;9;ATK flat;94;ATK%;8;1;;7.0;;;;;;12.0;;15.0;;Hero;69.04;9.5
414;row_759;759;40225120436;83;13;Verad;Triana;False;49.19;Violent;2;6;15;SPD;42;ATK%;5;1;5.0;;;;;15.0;;7.0;;;10.0;Rare;49.19;5.666666666666667
415;row_760;760;35776083778;0;13;Inventory;Triana;False;58.03;Violent;3;6;9;DEF flat;94;;0;1;;;;14.0;;13.0;;;;12.0;;Hero;65.17;8.375
416;row_762;762;37468166124;116;13;Riley;Triana;False;56.36;Violent;5;6;9;HP flat;1440;DEF%;7;1;12.0;;;;;;12.0;;;12.0;;Hero;63.51;7.675
417;row_763;763;38579444297;13;13;Triana;Triana;False;52.56;Violent;6;6;15;HP%;63;ATK flat;20;1;;;;7.0;;20.0;;;152.0;6.0;;Rare;52.56;6.0776666666666666
418;row_764;764;38174506255;14;14;Amarna;Amarna;False;67.46;Violent;1;6;12;ATK flat;118;HP flat;253;1;;7.0;;;15.0;;;13.0;;17.0;;Hero;67.46;10.504000000000001
419;row_765;765;37008691012;14;14;Amarna;Amarna;False;50.17;Violent;2;6;15;SPD;42;;0;1;;16.0;;4.0;;;;13.0;;;10.0;Legend;50.17;6.0773809523809526
420;row_766;766;36669264294;14;14;Amarna;Amarna;False;61.1;Violent;3;6;9;DEF flat;94;CDmg;4;1;;;;;;;;15.0;164.0;16.0;;Hero;68.25;8.99842857142857
421;row_767;767;37025837261;14;14;Amarna;Amarna;False;61.29;Violent;4;6;15;HP%;63;ATK%;6;1;12.0;;;;;26.0;;;934.0;8.0;;Legend;61.29;9.411999999999999
422;row_769;769;40130822326;14;14;Amarna;Amarna;False;57.0;Will;6;6;15;HP%;63;ATK flat;11;1;;;;;;17.0;;;657.0;8.0;10.0;Hero;57.0;7.609333333333334
423;row_771;771;40261789821;0;15;Inventory;Fran;False;52.07;Blade;2;6;15;SPD;42;;0;1;;;;;14.0;13.0;;20.0;;;6.0;Hero;52.07;6.875
424;row_772;772;40944966626;114;15;Oliver;Fran;False;58.51;Violent;3;6;9;DEF flat;94;HP flat;244;1;;;;15.0;;;;15.0;;11.0;;Hero;65.65;8.741999999999999
425;row_775;775;39664645684;15;15;Fran;Fran;False;50.78;Violent;6;6;15;HP%;63;DEF flat;20;1;14.0;;;;21.0;5.0;;;;;5.0;Hero;50.78;6.333333333333333
426;row_776;776;40225219739;0;16;Inventory;Loren;False;53.34;Violent;1;6;9;ATK flat;94;CRate;4;1;;;;;;;;5.0;457.0;11.0;;Rare;60.48;6.567666666666667
427;row_777;777;37468182359;16;16;Loren;Loren;False;50.52;Violent;2;6;15;SPD;42;DEF flat;19;1;;7.0;;;6.0;24.0;;8.0;;;;Rare;50.52;6.225
428;row_778;778;36054419265;124;16;Dias;Loren;True;63.28;Energy;3;6;12;DEF flat;118;;0;1;;;;;;15.0;;10.0;341.0;16.0;;Hero;63.28;8.913
429;row_779;779;38552701692;16;16;Loren;Loren;False;50.39;Violent;4;6;15;HP%;63;;0;1;;;20.0;28.0;;12.0;;;;;4.0;Hero;50.39;6.166666666666667
430;row_780;780;40177348386;1342;16;Bastet;Loren;False;54.71;Violent;5;6;12;HP flat;1800;;0;1;;6.0;;20.0;;;;13.0;;6.0;;Legend;54.71;6.982142857142857
431;row_787;787;41084181968;0;0;Inventory;Inventory;False;59.22;Guard;1;6;6;ATK flat;70;ACC;7;0;;;;;;;;8.0;;16.0;;Rare;73.51;9.208333333333332
432;row_793;793;41068780888;0;0;Inventory;Inventory;False;56.49;Guard;2;6;9;DEF%;38;DEF flat;20;0;;7.0;49.0;;;;;;;12.0;;Hero;63.64;7.725
433;row_795;795;41386642415;124;0;Dias;Inventory;False;54.66;Guard;2;6;9;HP%;38;;0;0;;;;9.0;;;;;;11.0;8.0;Hero;61.8;7.124999999999999
434;row_803;803;41083733918;0;0;Inventory;Inventory;False;54.75;Guard;4;6;9;CDmg;47;;0;0;11.0;;;;;13.0;;;;10.0;;Hero;61.9;7.333333333333334
435;row_813;813;41258420647;134;0;Hwa;Inventory;False;58.92;Swift;3;6;12;DEF flat;118;;0;0;12.0;;;;;14.0;;;374.0;12.0;;Legend;58.92;7.748666666666667
436;row_816;816;41125188786;98;0;Brandia;Inventory;False;56.25;Rage;2;6;12;ATK%;47;;0;0;14.0;12.0;;;;;;;;7.0;10.0;Legend;56.25;7.464285714285715
