	monster_n	ancient	set	slot	grade	level	m_t	m_v	i_t	i_v	sub_res	sub_cdmg	sub_atkf	sub_acc	sub_atkp	sub_defp	sub_deff	sub_hpp	sub_hpf	sub_spd	sub_crate	quality	tot_sum_norm	tot_min_norm	tot_max_norm	is_odd	is_certain_set	num_powerup_incsub_left	flag
275	Inventory	False	Focus	2	6	9	DEF%	38	SPD	4		10.0			13.0						11.0	Hero	6.220238095238095	6.720238095238095	7.220238095238095	False	False	0.0	False
276	Inventory	False	Focus	2	6	6	SPD	19	HP flat	255							33.0				6.0	Rare	2.165	3.165	4.165	False	False	0.0	False
277	Inventory	False	Focus	2	6	6	SPD	19		0		6.0				20.0						Rare	3.357142857142857	4.357142857142858	5.357142857142858	False	False	0.0	False
278	Inventory	False	Focus	2	6	9	SPD	25	ATK%	8	11.0		34.0	8.0								Hero	4.225	4.725	5.225	False	False	0.0	False
279	Inventory	True	Focus	2	6	9	SPD	25		0					22.0			8.0	472.0			Hero	4.379333333333333	4.879333333333333	5.379333333333333	False	False	0.0	False
280	Inventory	False	Focus	2	6	9	HP%	38	SPD	5		13.0	34.0	10.0								Hero	5.623809523809524	6.123809523809524	6.623809523809524	False	False	0.0	True
281	Inventory	False	Focus	2	6	6	SPD	19		0	22.0							8.0				Rare	3.75	4.75	5.75	False	False	0.0	False
282	Inventory	False	Focus	3	6	6	DEF flat	70	HP%	7									354.0	16.0		Rare	6.6803333333333335	7.6803333333333335	8.680333333333333	True	False	0.0	False
847	Bastet	False	Focus	3	6	12	DEF flat	118	ACC	8		7.0				10.0			339.0	29.0		Legend	13.368666666666666	13.368666666666666	13.368666666666666	True	False	0.0	False
982	Inventory	False	Focus	3	6	0	DEF flat	22	CDmg	5									211.0	4.0		Rare	2.328952380952381	4.328952380952381	8.32895238095238	True	False	2.0	False
983	Inventory	False	Focus	3	6	0	DEF flat	22	SPD	5		5.0									6.0	Rare	3.3809523809523814	5.380952380952381	7.380952380952381	True	False	2.0	True
984	Inventory	False	Focus	3	6	0	DEF flat	22	CDmg	7				4.0						6.0		Rare	3.5	5.5	9.5	True	False	2.0	False
985	Inventory	False	Focus	3	6	0	DEF flat	22		0								8.0		4.0		Rare	2.333333333333333	4.333333333333333	8.333333333333332	True	False	2.0	False
283	Inventory	False	Focus	4	6	12	DEF%	47	HP flat	194	14.0		18.0	24.0						5.0		Hero	7.125333333333334	7.125333333333334	7.125333333333334	False	False	0.0	False
284	Jamire	False	Focus	4	6	6	CDmg	35	ACC	8			19.0							16.0		Rare	6.808333333333333	7.808333333333333	8.808333333333334	False	False	0.0	False
285	Inventory	False	Focus	4	6	6	CDmg	35	ATK%	6							29.0			10.0		Rare	4.808333333333334	5.808333333333334	6.808333333333334	False	False	0.0	True
286	Inventory	False	Focus	4	6	9	HP%	38		0	7.0			12.0						14.0		Hero	7.041666666666667	7.541666666666667	8.041666666666668	False	False	0.0	False
986	Inventory	False	Focus	4	6	0	HP%	11	RES	5				5.0						4.0		Rare	2.583333333333333	4.583333333333333	8.583333333333332	False	False	2.0	False
987	Inventory	False	Focus	4	6	0	HP%	11	ATK%	6										5.0	6.0	Rare	3.416666666666667	5.416666666666667	9.416666666666668	False	False	2.0	False
287	Inventory	False	Focus	5	6	9	HP flat	1440	CDmg	6				13.0		13.0				12.0		Hero	8.107142857142858	8.607142857142858	9.107142857142858	True	False	0.0	False
288	Seara	False	Focus	5	6	9	HP flat	1440	DEF%	5				8.0	22.0					14.0		Hero	9.041666666666668	9.541666666666668	10.041666666666668	True	False	0.0	False
289	Inventory	False	Focus	5	6	9	HP flat	1440	RES	5		7.0				21.0	29.0			4.0		Legend	6.308333333333334	6.808333333333334	8.308333333333334	True	False	1.0	False
290	Inventory	False	Focus	5	6	9	HP flat	1440	HP%	5					8.0	18.0				10.0		Hero	7.208333333333334	7.708333333333334	8.208333333333334	True	False	0.0	False
291	Momo	False	Focus	5	6	12	HP flat	1800	CDmg	4						14.0	10.0			16.0	9.0	Legend	9.404761904761903	9.404761904761903	9.404761904761903	True	False	0.0	False
988	Inventory	False	Focus	5	6	0	HP flat	360	DEF%	6					8.0					4.0		Rare	3.083333333333333	5.083333333333333	9.083333333333332	True	False	2.0	False
989	Inventory	False	Focus	5	6	0	HP flat	360		0			15.0		5.0					5.0		Hero	2.666666666666667	4.666666666666667	9.666666666666668	True	False	3.0	False
292	Velajuel	False	Focus	6	6	6	DEF%	29	CDmg	7								5.0		17.0		Rare	7.291666666666667	8.291666666666668	9.291666666666668	False	False	0.0	False
293	Inventory	False	Focus	6	6	9	ATK%	38	HP%	5	14.0									12.0	9.0	Hero	7.875	8.375	8.875	False	False	0.0	False
294	Inventory	False	Focus	6	6	12	RES	48	HP%	8						14.0			431.0	12.0	10.0	Legend	8.991333333333333	8.991333333333333	8.991333333333333	False	False	0.0	False
295	Inventory	False	Focus	6	6	6	HP%	29		0						11.0				12.0		Rare	5.375	6.375	7.375	False	False	0.0	False
296	Inventory	False	Focus	6	6	6	HP%	29	HP flat	197	15.0									8.0		Rare	4.804333333333333	5.804333333333333	6.804333333333333	False	False	0.0	True
297	Inventory	False	Focus	6	6	12	HP%	47		0	8.0			13.0						9.0	10.0	Hero	7.291666666666667	7.291666666666667	7.291666666666667	False	False	0.0	False
990	Inventory	False	Focus	6	6	12	HP%	47		0			10.0		6.0	24.0				9.0		Legend	7.0	7.0	7.0	False	False	0.0	False
991	Inventory	False	Focus	6	6	0	ATK%	11	CDmg	4								5.0		5.0	6.0	Hero	3.863095238095238	5.863095238095238	10.863095238095237	False	False	3.0	False
992	Inventory	False	Focus	6	6	0	ATK%	11	RES	5								6.0		6.0		Rare	3.375	5.375	9.375	False	False	2.0	False
34	Oliver	False	Guard	1	6	6	ATK flat	70	ACC	7								8.0		16.0		Rare	7.208333333333333	8.208333333333332	9.208333333333332	True	False	0.0	False
35	Kaki	False	Guard	1	6	12	ATK flat	118	ATK%	7	6.0							29.0		10.0	6.0	Legend	9.583333333333334	9.583333333333334	9.583333333333334	True	False	0.0	False
36	Inventory	True	Guard	1	6	6	ATK flat	70	ATK%	7		16.0								13.0		Rare	7.494047619047619	8.494047619047619	9.494047619047619	True	False	0.0	False
851	Darion	False	Guard	1	6	12	ATK flat	118	HP%	6		14.0		7.0					317.0	16.0		Legend	9.381	9.381	9.381	True	False	0.0	False
916	Inventory	False	Guard	1	6	0	ATK flat	22		0		4.0			7.0					6.0		Hero	3.446428571428571	5.446428571428571	10.446428571428571	True	False	3.0	False
917	Inventory	False	Guard	1	6	0	ATK flat	22		0					7.0					4.0		Rare	2.208333333333333	4.208333333333333	8.208333333333332	True	False	2.0	False
919	Inventory	False	Guard	1	6	0	ATK flat	22	HP%	6									164.0	5.0	6.0	Hero	3.6353333333333335	5.6353333333333335	10.635333333333334	True	False	3.0	False
37	Inventory	False	Guard	2	6	15	DEF%	63	CDmg	7	20.0								365.0	5.0	9.0	Hero	7.153333333333333	7.153333333333333	7.153333333333333	False	False	0.0	False
38	Inventory	False	Guard	2	6	9	DEF%	38	DEF flat	20		7.0	49.0							12.0		Hero	6.725	7.225	7.725	False	False	0.0	False
39	Inventory	False	Guard	2	6	9	HP%	38		0	4.0				15.0					12.0		Hero	6.375	6.875	7.375	False	False	0.0	False
40	Inventory	False	Guard	2	6	9	HP%	38	ACC	5							26.0			9.0	11.0	Hero	6.108333333333333	6.608333333333333	7.108333333333333	False	False	0.0	False
41	Inventory	False	Guard	2	6	6	SPD	19		0	15.0										8.0	Rare	3.208333333333333	4.208333333333333	5.208333333333333	False	False	0.0	False
42	Inventory	False	Guard	2	6	9	SPD	25	DEF%	8	5.0							14.0	909.0			Hero	4.587	5.087	5.587	False	False	0.0	False
43	Inventory	False	Guard	2	6	9	SPD	25		0	16.0	5.0							713.0			Hero	3.664952380952381	4.164952380952381	4.664952380952381	False	False	0.0	False
45	Inventory	False	Guard	2	6	9	SPD	25		0		12.0					13.0				15.0	Hero	4.539285714285715	5.039285714285715	5.539285714285715	False	False	0.0	False
46	Inventory	False	Guard	2	6	6	SPD	19		0			46.0								6.0	Rare	2.15	3.15	4.15	False	False	0.0	False
817	Inventory	False	Guard	2	6	15	DEF%	63	ACC	5			31.0		7.0		45.0			20.0		Legend	10.066666666666666	10.066666666666666	10.066666666666666	False	False	0.0	False
881	Dias *	False	Guard	2	6	9	HP%	38		0				9.0						11.0	8.0	Hero	6.124999999999999	6.624999999999999	7.124999999999999	False	False	0.0	False
920	Inventory	False	Guard	2	6	0	SPD	7		0							11.0	5.0				Rare	0.9	2.9	4.9	False	False	2.0	False
47	Inventory	False	Guard	3	6	9	DEF flat	94	DEF%	8	5.0							21.0		10.0		Hero	7.583333333333334	8.083333333333334	8.583333333333334	True	False	0.0	False
48	Inventory	False	Guard	3	6	12	DEF flat	118		0	8.0					7.0		13.0		21.0		Legend	10.5	10.5	10.5	True	False	0.0	False
824	Inventory	False	Guard	3	6	15	DEF flat	160	CDmg	4	4.0					24.0				16.0	4.0	Legend	10.07142857142857	10.07142857142857	10.07142857142857	True	False	0.0	False
830	Inventory	False	Guard	3	6	12	DEF flat	118	SPD	5		15.0				11.0		5.0			6.0	Hero	6.809523809523809	6.809523809523809	6.809523809523809	True	False	0.0	True
853	Darion	False	Guard	3	6	12	DEF flat	118	DEF%	8	13.0	12.0						20.0		13.0		Legend	11.172619047619046	11.172619047619046	11.172619047619046	True	False	0.0	False
921	Inventory	False	Guard	3	6	0	DEF flat	22		0		6.0								6.0		Rare	2.857142857142857	4.857142857142858	8.857142857142858	True	False	2.0	False
922	Inventory	False	Guard	3	6	0	DEF flat	22	ACC	8								6.0		4.0		Rare	3.083333333333333	5.083333333333333	9.083333333333332	True	False	2.0	False
49	Inventory	False	Guard	4	6	12	CDmg	59	ACC	8					5.0			27.0		6.0	11.0	Legend	8.833333333333332	8.833333333333332	8.833333333333332	False	False	0.0	False
50	Inventory	False	Guard	4	6	15	CDmg	80		0					11.0	23.0		8.0		8.0		Legend	7.916666666666666	7.916666666666666	7.916666666666666	False	False	0.0	False
51	Inventory	False	Guard	4	6	12	CDmg	59	CRate	4					15.0	7.0	30.0			10.0		Legend	7.500000000000001	7.500000000000001	7.500000000000001	False	False	0.0	False
52	Inventory	False	Guard	4	6	9	CDmg	47		0	11.0					13.0				10.0		Hero	6.333333333333334	6.833333333333334	7.333333333333334	False	False	0.0	False
923	Inventory	False	Guard	4	6	0	HP%	11		0			18.0						249.0	4.0		Hero	2.115333333333333	4.115333333333333	9.115333333333332	False	False	3.0	False
53	Inventory	False	Guard	5	6	9	HP flat	1440	ACC	8			31.0		7.0					14.0		Hero	7.316666666666666	7.816666666666666	8.316666666666666	True	False	0.0	False
54	Inventory	False	Guard	5	6	9	HP flat	1440	HP%	8		5.0								18.0	5.0	Rare	8.547619047619047	9.047619047619047	9.547619047619047	True	False	0.0	False
55	Kaki	False	Guard	5	6	12	HP flat	1800	RES	7		7.0				14.0		13.0		17.0		Legend	10.916666666666668	10.916666666666668	10.916666666666668	True	False	0.0	False
826	Inventory	False	Guard	5	6	12	HP flat	1800	CDmg	4			20.0		27.0		33.0			6.0		Legend	7.271428571428571	7.271428571428571	7.271428571428571	True	False	0.0	True
884	Dias *	False	Guard	5	6	9	HP flat	1440	CDmg	7					6.0			6.0		18.0		Rare	8.5	9.0	9.5	True	False	0.0	False
924	Inventory	False	Guard	5	6	0	HP flat	360		0			17.0			6.0				5.0		Hero	2.841666666666667	4.841666666666667	9.841666666666667	True	False	3.0	False
925	Inventory	False	Guard	5	6	0	HP flat	360	ACC	7		6.0			5.0					6.0		Hero	4.357142857142858	6.357142857142858	11.357142857142858	True	False	3.0	False
926	Inventory	False	Guard	5	6	0	HP flat	360		0		6.0					18.0			5.0		Hero	2.973809523809524	4.973809523809524	9.973809523809525	True	False	3.0	False
927	Inventory	False	Guard	5	6	0	HP flat	360		0	8.0									6.0	4.0	Hero	3.6666666666666665	5.666666666666666	10.666666666666666	True	False	3.0	False
56	Inventory	True	Guard	6	6	15	RES	64		0				8.0			13.0	23.0		13.0		Hero	8.533333333333333	8.533333333333333	8.533333333333333	False	False	0.0	False
57	Inventory	False	Guard	6	6	9	DEF%	38		0				28.0	7.0					6.0		Hero	6.375	6.875	7.375	False	False	0.0	False
58	Inventory	False	Guard	6	6	12	RES	48		0		6.0			10.0			21.0		10.0		Legend	8.065476190476192	8.065476190476192	8.065476190476192	False	False	0.0	False
59	Oliver	False	Guard	6	6	11	HP%	44	ACC	7		7.0	26.0							16.0		Hero	7.858333333333333	8.358333333333334	8.858333333333334	False	False	0.0	False
60	Inventory	False	Guard	6	6	9	HP%	38		0	15.0			16.0						6.0		Hero	5.875	6.375	6.875	False	False	0.0	True
62	Inventory	False	Guard	6	6	9	HP%	38		0	6.0					22.0				8.0		Hero	6.166666666666666	6.666666666666666	7.166666666666666	False	False	0.0	False
821	Inventory	False	Guard	6	6	15	DEF%	63		0		4.0			6.0			11.0			13.0	Hero	4.863095238095237	4.863095238095237	4.863095238095237	False	False	0.0	True
833	Inventory	False	Guard	6	6	15	DEF%	63	SPD	6				7.0	11.0				430.0		10.0	Hero	6.49	6.49	6.49	False	False	0.0	True
918	Inventory	False	Guard	1	5	0	ATK flat	15	ACC	3					4.0			5.0	232.0	3.0		Legend	2.8093333333333335	4.809333333333333	10.809333333333333	True	False	4.0	False
44	Inventory	False	Guard	2	5	6	SPD	17		0					6.0	16.0						Rare	2.75	3.75	4.75	False	False	0.0	False
61	Inventory	True	Guard	6	5	12	RES	38		0				9.0	12.0				194.0	13.0		Legend	7.217	7.217	7.217	False	False	0.0	False
603	Inventory	False	Nemesis	1	6	6	ATK flat	70	ACC	4									195.0	17.0		Rare	6.426666666666667	7.426666666666667	8.426666666666666	True	False	0.0	False
604	Amarna	False	Nemesis	1	6	12	ATK flat	118		0					11.0				350.0	22.0	5.0	Legend	10.008333333333335	10.008333333333335	10.008333333333335	True	False	0.0	False
605	Riley	False	Nemesis	1	6	12	ATK flat	118	HP flat	222	15.0			5.0						20.0	5.0	Legend	10.296000000000001	10.296000000000001	10.296000000000001	True	False	0.0	False
1076	Inventory	False	Nemesis	1	6	0	ATK flat	22		0	4.0				8.0					6.0		Hero	3.5	5.5	10.5	True	False	3.0	False
1077	Inventory	False	Nemesis	1	6	0	ATK flat	22	SPD	5					7.0				345.0		5.0	Hero	3.835	5.835	7.835	True	False	3.0	False
1078	Inventory	False	Nemesis	1	6	0	ATK flat	22	CRate	4		5.0								6.0		Rare	3.380952380952381	5.380952380952381	9.380952380952381	True	False	2.0	False
1079	Inventory	False	Nemesis	1	6	0	ATK flat	22	ACC	7	5.0									5.0		Rare	3.166666666666667	5.166666666666667	9.166666666666668	True	False	2.0	False
1080	Inventory	False	Nemesis	1	6	0	ATK flat	22	CRate	5									359.0	6.0		Rare	3.3120000000000003	5.312	9.312000000000001	True	False	2.0	False
1081	Inventory	False	Nemesis	1	6	0	ATK flat	22		0				7.0						5.0	5.0	Hero	3.3750000000000004	5.375	10.375	True	False	3.0	False
1082	Inventory	False	Nemesis	1	6	0	ATK flat	22	SPD	4	4.0			5.0					198.0			Hero	2.7223333333333333	4.722333333333333	6.722333333333333	True	False	3.0	True
1083	Inventory	False	Nemesis	1	6	0	ATK flat	22	ATK%	5				5.0						6.0		Rare	3.25	5.25	9.25	True	False	2.0	False
607	Riley	False	Nemesis	2	6	12	SPD	31		0		5.0				13.0	17.0	15.0				Rare	4.639285714285714	4.639285714285714	4.639285714285714	False	False	0.0	False
611	Inventory	False	Nemesis	2	6	9	DEF%	38	CDmg	6	10.0							8.0		14.0		Hero	7.773809523809524	8.273809523809524	8.773809523809524	False	False	0.0	False
612	Inventory	False	Nemesis	2	6	6	SPD	19		0									1041.0		4.0	Rare	2.0546666666666664	3.0546666666666664	4.054666666666666	False	False	0.0	False
614	Inventory	False	Nemesis	2	6	0	SPD	7		0			13.0	5.0								Rare	0.95	2.95	4.95	False	False	2.0	False
1085	Inventory	False	Nemesis	2	6	0	SPD	7	ATK%	7						7.0			318.0			Rare	2.174	4.1739999999999995	6.1739999999999995	False	False	2.0	False
1086	Inventory	False	Nemesis	2	6	0	SPD	7		0	5.0							8.0				Rare	1.625	3.625	5.625	False	False	2.0	False
1087	Inventory	False	Nemesis	2	6	0	DEF%	11	ATK flat	15		7.0			5.0					4.0		Hero	3.333333333333333	5.333333333333333	10.333333333333332	False	False	3.0	False
1088	Inventory	False	Nemesis	2	6	0	SPD	7		0	4.0		17.0									Rare	0.925	2.925	4.925	False	False	2.0	False
1089	Inventory	False	Nemesis	2	6	0	SPD	7	HP%	5	7.0								219.0		4.0	Hero	2.458666666666667	4.458666666666667	6.458666666666667	False	False	3.0	False
1090	Inventory	False	Nemesis	2	6	0	SPD	7	HP%	6	8.0			6.0								Rare	2.5	4.5	6.5	False	False	2.0	False
1091	Inventory	False	Nemesis	2	6	0	ATK%	11	HP%	8		5.0	11.0							5.0		Hero	3.6559523809523813	5.655952380952382	10.655952380952382	False	False	3.0	False
615	Inventory	False	Nemesis	3	6	6	DEF flat	70	CDmg	6								5.0		17.0		Rare	7.148809523809524	8.148809523809524	9.148809523809524	True	False	0.0	False
616	Inventory	True	Nemesis	3	6	12	DEF flat	118	ACC	4	13.0	9.0							506.0	15.0		Legend	9.085380952380953	9.085380952380953	9.085380952380953	True	False	0.0	False
617	Inventory	True	Nemesis	3	6	12	DEF flat	118		0	16.0	8.0						15.0		12.0		Hero	9.017857142857142	9.017857142857142	9.017857142857142	True	False	0.0	False
1092	Inventory	False	Nemesis	3	6	0	DEF flat	22		0		6.0		7.0						5.0		Hero	3.398809523809524	5.398809523809524	10.398809523809524	True	False	3.0	False
1093	Inventory	False	Nemesis	3	6	0	DEF flat	22		0									356.0	6.0		Rare	2.474666666666667	4.474666666666667	8.474666666666668	True	False	2.0	False
1094	Inventory	False	Nemesis	3	6	0	DEF flat	22	SPD	4	4.0							6.0				Rare	2.583333333333333	4.583333333333333	6.583333333333333	True	False	2.0	True
618	Inventory	True	Nemesis	4	6	9	CRate	34		0				6.0					673.0	12.0		Hero	5.647333333333333	6.147333333333333	6.647333333333333	False	False	0.0	True
619	Amarna	False	Nemesis	4	6	14	HP%	53		0			17.0			13.0			218.0	24.0		Hero	10.340666666666667	10.340666666666667	10.340666666666667	False	False	0.0	False
620	Inventory	True	Nemesis	4	6	15	CDmg	80	DEF flat	11					14.0	18.0				6.0	16.0	Legend	8.941666666666666	8.941666666666666	8.941666666666666	False	False	0.0	False
621	Inventory	True	Nemesis	4	6	12	HP%	47		0	13.0				17.0					7.0	16.0	Legend	8.75	8.75	8.75	False	False	0.0	False
1095	Inventory	False	Nemesis	4	6	0	DEF%	11		0			10.0		5.0					4.0		Hero	2.208333333333333	4.208333333333333	9.208333333333332	False	False	3.0	False
1096	Inventory	False	Nemesis	4	6	0	DEF%	11	ATK flat	16								7.0		4.0		Rare	2.608333333333333	4.6083333333333325	8.608333333333333	False	False	2.0	False
1097	Inventory	False	Nemesis	5	6	0	HP flat	360		0		4.0								5.0		Rare	2.238095238095238	4.238095238095238	8.238095238095237	True	False	2.0	False
1098	Inventory	False	Nemesis	5	6	0	HP flat	360		0			13.0		8.0					5.0		Hero	2.9916666666666667	4.991666666666667	9.991666666666667	True	False	3.0	False
1099	Inventory	False	Nemesis	5	6	0	HP flat	360		0	8.0		10.0	5.0						5.0		Legend	3.541666666666667	5.541666666666667	11.541666666666668	True	False	4.0	False
1100	Inventory	False	Nemesis	5	6	0	HP flat	360		0	8.0					6.0				4.0		Hero	3.083333333333333	5.083333333333333	10.083333333333332	True	False	3.0	False
1101	Inventory	False	Nemesis	5	6	0	HP flat	360	CRate	6							16.0			4.0		Rare	2.7333333333333334	4.733333333333333	8.733333333333334	True	False	2.0	False
1102	Inventory	False	Nemesis	5	6	0	HP flat	360		0		6.0								5.0	4.0	Hero	3.1904761904761907	5.190476190476191	10.19047619047619	True	False	3.0	False
622	Inventory	False	Nemesis	6	6	9	ATK%	38	DEF%	6	4.0								796.0	11.0		Hero	5.978	6.478	6.978	False	False	0.0	True
623	Eshir	True	Nemesis	6	6	15	HP%	63		0	6.0					10.0				16.0	12.0	Hero	9.333333333333332	9.333333333333332	9.333333333333332	False	False	0.0	False
1103	Inventory	False	Nemesis	6	6	0	DEF%	11	CDmg	4								8.0		5.0		Rare	3.238095238095238	5.238095238095238	9.238095238095237	False	False	2.0	False
1084	Inventory	False	Nemesis	1	5	0	ATK flat	15	HP flat	255		4.0								3.0		Rare	1.9114285714285715	3.9114285714285715	7.911428571428571	True	False	2.0	False
606	Inventory	True	Nemesis	2	5	12	SPD	29	DEF flat	15		12.0	20.0	5.0							10.0	Legend	4.880952380952381	4.880952380952381	4.880952380952381	False	False	0.0	False
608	Inventory	False	Nemesis	2	5	6	SPD	17	ATK%	6	11.0								270.0			Rare	2.485	3.485	4.484999999999999	False	False	0.0	False
609	Inventory	True	Nemesis	2	5	9	SPD	23		0							17.0		311.0		11.0	Hero	2.673	3.173	3.673	False	False	0.0	False
610	Inventory	True	Nemesis	2	5	9	SPD	23		0			12.0			23.0			138.0			Hero	3.359	3.859	4.359	False	False	0.0	False
613	Inventory	False	Nemesis	2	5	6	SPD	17		0					16.0						5.0	Rare	2.8333333333333335	3.8333333333333335	4.833333333333334	False	False	0.0	False
214	Inventory	False	Rage	1	6	9	ATK flat	94	CDmg	4	16.0									14.0	4.0	Hero	7.904761904761905	8.404761904761905	8.904761904761905	True	True	0.0	False
215	Inventory	False	Rage	1	6	9	ATK flat	94	ACC	7	11.0								654.0	11.0		Hero	6.788666666666666	7.288666666666666	7.788666666666666	True	True	0.0	False
217	Inventory	False	Rage	1	6	9	ATK flat	94	RES	5				13.0				13.0		10.0		Hero	7.208333333333334	7.708333333333334	8.208333333333334	True	True	0.0	False
218	Inventory	False	Rage	1	6	9	ATK flat	94	HP flat	206		14.0						7.0		11.0		Hero	6.816333333333333	7.316333333333333	7.816333333333333	True	True	0.0	False
219	Inventory	False	Rage	1	6	9	ATK flat	94	CDmg	4	13.0				14.0					11.0		Hero	7.613095238095237	8.113095238095237	8.613095238095237	True	True	0.0	False
220	Baleygr	False	Rage	1	6	12	ATK flat	118	CDmg	7	20.0			6.0						5.0	15.0	Legend	8.416666666666668	8.416666666666668	8.416666666666668	True	True	0.0	False
221	Inventory	False	Rage	1	6	6	ATK flat	70		0		7.0								15.0		Rare	6.0	7.0	8.0	True	True	0.0	False
886	Kro	False	Rage	1	6	9	ATK flat	94	CRate	5					8.0			8.0		15.0		Rare	7.833333333333333	8.333333333333332	8.833333333333332	True	True	0.0	False
957	Inventory	False	Rage	1	6	0	ATK flat	22		0					6.0				189.0	6.0		Hero	3.002	5.002	10.001999999999999	True	True	3.0	False
958	Inventory	False	Rage	1	6	0	ATK flat	22		0	7.0			8.0						5.0		Hero	3.541666666666667	5.541666666666667	10.541666666666668	True	True	3.0	False
959	Inventory	False	Rage	1	6	0	ATK flat	22		0		4.0		7.0						6.0		Hero	3.446428571428571	5.446428571428571	10.446428571428571	True	True	3.0	False
960	Inventory	False	Rage	1	6	0	ATK flat	22	HP%	8	7.0								230.0	5.0		Hero	3.8483333333333336	5.848333333333334	10.848333333333333	True	True	3.0	False
961	Inventory	False	Rage	1	6	0	ATK flat	22	CDmg	5				7.0						4.0	4.0	Hero	3.589285714285714	5.5892857142857135	10.589285714285714	True	True	3.0	False
962	Inventory	False	Rage	1	6	0	ATK flat	22	ACC	7					6.0					6.0		Rare	3.625	5.625	9.625	True	True	2.0	False
222	Inventory	False	Rage	2	6	15	SPD	42		0		4.0			7.0			5.0			15.0	Rare	4.571428571428571	4.571428571428571	4.571428571428571	False	True	0.0	False
223	Inventory	False	Rage	2	6	9	SPD	25	ACC	6						21.0		6.0			11.0	Hero	5.958333333333333	6.458333333333333	6.958333333333333	False	True	0.0	False
224	Inventory	False	Rage	2	6	9	ATK%	38	ACC	4			18.0					11.0		15.0		Hero	7.325	7.825	8.325	False	True	0.0	False
225	Inventory	False	Rage	2	6	9	ATK%	38		0	5.0			27.0				7.0				Hero	4.875	5.375	5.875	False	True	0.0	False
226	Inventory	False	Rage	2	6	9	SPD	25	ATK flat	10	12.0	8.0		8.0								Hero	3.892857142857143	4.392857142857142	4.892857142857142	False	True	0.0	False
227	Inventory	False	Rage	2	6	9	SPD	25	ATK%	7	21.0		16.0				31.0					Hero	4.675	5.175	5.675	False	True	0.0	False
228	Inventory	False	Rage	2	6	9	SPD	25		0			25.0		12.0						11.0	Hero	3.958333333333333	4.458333333333333	4.958333333333333	False	True	0.0	False
229	Inventory	False	Rage	2	6	9	ATK%	38	CRate	6		7.0		14.0		20.0						Hero	6.25	6.75	7.25	False	True	0.0	False
230	Inventory	False	Rage	2	6	15	ATK%	63		0		15.0	14.0							11.0	6.0	Hero	7.15952380952381	7.15952380952381	7.15952380952381	False	True	0.0	False
231	Inventory	False	Rage	2	6	9	ATK%	38		0		12.0					10.0	13.0		8.0		Legend	6.2559523809523805	6.7559523809523805	8.25595238095238	False	True	1.0	False
232	Inventory	False	Rage	2	6	12	ATK%	47		0	14.0	12.0								7.0	10.0	Legend	7.464285714285715	7.464285714285715	7.464285714285715	False	True	0.0	False
887	Kro	True	Rage	2	6	9	ATK%	38		0								16.0	404.0		19.0	Hero	5.705333333333334	6.205333333333334	6.705333333333334	False	True	0.0	False
963	Inventory	True	Rage	2	6	0	SPD	7		0			23.0		10.0	10.0						Hero	3.075	5.075	7.075	False	True	3.0	False
234	Inventory	False	Rage	3	6	9	DEF flat	94		0	4.0									16.0	5.0	Rare	6.666666666666666	7.166666666666666	7.666666666666666	True	True	0.0	False
235	Inventory	False	Rage	3	6	9	DEF flat	94	ACC	5						19.0			274.0	11.0		Hero	7.032	7.532	8.032	True	True	0.0	False
236	Inventory	False	Rage	3	6	9	DEF flat	94		0	7.0			5.0						19.0		Hero	7.833333333333333	8.333333333333332	8.833333333333332	True	True	0.0	False
237	Inventory	False	Rage	3	6	9	DEF flat	94		0	11.0									10.0	10.0	Hero	6.375000000000001	6.875000000000001	7.375000000000001	True	True	0.0	False
238	Inventory	False	Rage	3	6	9	DEF flat	94	CRate	6	18.0					7.0				6.0		Rare	6.125	6.625	7.125	True	True	0.0	False
239	Inventory	False	Rage	3	6	9	DEF flat	94		0				13.0						11.0	6.0	Hero	6.291666666666666	6.791666666666666	7.291666666666666	True	True	0.0	False
240	Inventory	False	Rage	3	6	9	DEF flat	94		0		14.0		8.0						11.0		Hero	6.666666666666666	7.166666666666666	7.666666666666666	True	True	0.0	False
242	Inventory	False	Rage	3	6	6	DEF flat	70		0										11.0	11.0	Rare	5.5	6.5	7.5	True	True	0.0	False
243	Inventory	False	Rage	3	6	9	DEF flat	94	RES	5								6.0	535.0	13.0		Hero	6.421666666666667	6.921666666666667	7.421666666666667	True	True	0.0	False
245	Inventory	False	Rage	3	6	9	DEF flat	94	ACC	5	8.0	10.0								15.0		Hero	8.053571428571429	8.553571428571429	9.053571428571429	True	True	0.0	False
246	Inventory	False	Rage	3	6	9	DEF flat	94	HP%	8		11.0		7.0						16.0		Hero	8.779761904761905	9.279761904761905	9.779761904761905	True	True	0.0	False
247	Baleygr	False	Rage	3	6	12	DEF flat	118		0	12.0	15.0						6.0		12.0		Legend	8.392857142857142	8.392857142857142	8.392857142857142	True	True	0.0	False
888	Kro	False	Rage	3	6	9	DEF flat	94	HP flat	358						14.0				11.0	11.0	Hero	7.727333333333332	8.227333333333332	8.727333333333332	True	True	0.0	False
964	Inventory	False	Rage	3	6	0	DEF flat	22	HP%	5										4.0	5.0	Rare	2.7916666666666665	4.791666666666666	8.791666666666666	True	True	2.0	False
